id,公司名稱,縣市,行政區,里別,行政區平日夜間停留人數,行政區平日日間活動人數,行政區假日夜間停留人數,行政區假日日間活動人數,里人均收入中位數,里人口數,發票張數指標,發票銷售額指標,500公尺內的熱鬧據點數,最近的熱鬧據點類型,最近的熱鬧據點距離,500公尺內部競爭(同公司店數),500公尺外部競爭(不同公司店數),租金,競爭壓力指標,生存難度,競爭優勢,是否便利商店,people_per_store,day_night_flow,登記現況,日夜人流差,租金_log
1435,全家便利商店股份有限公司,新北市,五股區,成州里,106742,120523,105116,104644,410,6662,88.0,89.5,0.0,學校,527.0695336235271,2.0,7.0,19260.0,0.0010505778177997,134820.0,0.25,1,666.2,1.1290951163073926,營運中,13781,9.865837605084222
7071,萊爾富國際股份有限公司,臺北市,信義區,長春里,222097,305471,220892,252072,502,3772,40.5,44.0,2.0,學校,191.90980624112345,7.0,53.0,34134.0,0.0140471773124834,1809102.0,0.1296296296296296,1,61.83606557377049,1.3753883420832245,廢止,83374,10.438078529852381
4269,統一超商股份有限公司,新北市,鶯歌區,南鶯里,94412,86832,90389,85085,457,5594,81.5,88.0,2.0,火車站,442.615752403867,7.0,12.0,22391.0,0.0021447721179624,268692.0,0.5384615384615384,1,279.7,0.9197038543420928,廢止,-7580,10.01645903119529
3437,全聯實業股份有限公司,新北市,新莊區,中港里,438175,374258,436655,417962,535,6362,94.0,87.0,2.0,學校,182.9622365583841,1.0,40.0,37808.0,0.0062863429200062,1512320.0,0.024390243902439,0,151.47619047619048,0.8541271087416928,營運中,-63917,10.540302448505601
6487,全家便利商店股份有限公司,臺北市,北投區,奇岩里,231633,233324,227647,226700,711,10914,62.5,75.0,1.0,學校,147.02714855698787,2.0,3.0,39509.0,0.0002748511223087,118527.0,0.5,1,1819.0,1.0072959928162533,廢止,1691,10.584309083405437
5800,全家便利商店股份有限公司,臺北市,中正區,光復里,179530,309701,171990,217630,727,3950,96.0,98.0,2.0,學校,394.6101568650684,27.0,55.0,77082.0,0.0139205264490002,4239510.0,0.4821428571428571,1,47.59036144578313,1.7250558399385063,營運中,130171,11.252638042372888
5704,統一生活事業股份有限公司,臺北市,中正區,幸福里,179530,309701,171990,217630,809,4473,72.5,72.0,6.0,捷運站,182.65627093776067,0.0,21.0,72295.0,0.0046937863209655,1518195.0,0.0,0,203.3181818181818,1.7250558399385063,營運中,130171,11.188524081581791
488,全家便利商店股份有限公司,新北市,三重區,福祉里,425020,346194,423029,390770,591,5911,47.5,59.0,4.0,學校,122.46753924360368,14.0,34.0,25461.0,0.0057510148849797,865674.0,0.4,1,120.63265306122447,0.8145338700911249,營運中,-78826,10.144942423621591
3120,萊爾富國際股份有限公司,新北市,新店區,寶安里,336985,305033,335622,323247,628,5215,85.5,92.0,2.0,捷運站,188.8799869973428,2.0,35.0,26853.0,0.0067101226993865,939855.0,0.0555555555555555,1,137.23684210526315,0.9051800371528788,廢止,-31952,10.198170064632654
3614,萊爾富國際股份有限公司,新北市,新莊區,自信里,438175,374258,436655,417962,462,2422,88.5,80.5,2.0,學校,249.30879633190247,8.0,47.0,22067.0,0.0193974411886091,1037149.0,0.1666666666666666,1,43.25,0.8541271087416928,廢止,-63917,10.001883874392322
6184,統一超商股份有限公司,臺北市,內湖區,西湖里,268313,365903,262226,278057,595,6631,98.0,97.0,1.0,捷運站,376.0232041161551,13.0,12.0,132631.0,0.0018094089264173,1591572.0,1.0,1,255.03846153846155,1.3637119196165686,營運中,97590,11.7953336549193
1883,全家便利商店股份有限公司,新北市,汐止區,忠孝里,246217,216959,245608,227518,502,8579,68.5,81.5,3.0,學校,256.93727915472846,6.0,13.0,21763.0,0.0015151515151515,282919.0,0.4285714285714285,1,428.95,0.881166283537353,營運中,-29258,9.988012507605816
3632,全家便利商店股份有限公司,新北市,新莊區,昌隆里,438175,374258,436655,417962,524,4368,40.0,50.0,1.0,學校,69.48613801064784,11.0,41.0,20822.0,0.0093842984664682,853702.0,0.2619047619047619,1,82.41509433962264,0.8541271087416928,廢止,-63917,9.943813424007693
7384,全聯實業股份有限公司,臺北市,萬華區,忠德里,196850,169804,196291,185594,521,4155,78.0,81.5,7.0,醫院,89.24210261868481,2.0,31.0,28123.0,0.0074590952839268,871813.0,0.0625,0,122.20588235294116,0.8626016631868774,廢止,-27046,10.244378583319053
1196,三商家購股份有限公司,新北市,中和區,連城里,461867,397325,460394,432783,530,6265,88.5,88.0,2.0,學校,363.3284539032744,3.0,34.0,23471.0,0.0054261091605489,798014.0,0.0857142857142857,0,164.8684210526316,0.8602566101137121,營運中,-64542,10.063563500382763
7029,台灣屈臣氏個人用品商店股份有限公司,臺北市,信義區,興雅里,222097,305471,220892,252072,651,5004,99.0,99.0,3.0,捷運站,315.9091453100127,0.0,32.0,58710.0,0.0063936063936063,1878720.0,0.0,0,151.63636363636363,1.3753883420832245,營運中,83374,10.980382381786619
3980,統一超商股份有限公司,新北市,樹林區,東園里,186549,176578,187333,179473,438,1855,27.5,28.0,0.0,學校,1300.3051366883376,0.0,1.0,23200.0,0.0005387931034482,23200.0,0.0,1,927.5,0.9465451621549182,營運中,-9971,10.05195066017375
958,統一超商股份有限公司,新北市,中和區,平河里,461867,397325,460394,432783,512,9569,97.0,97.5,1.0,學校,463.3127215328024,13.0,23.0,31711.0,0.0024033437826541,729353.0,0.5416666666666666,1,258.6216216216216,0.8602566101137121,營運中,-64542,10.364450437129715
2725,統一超商股份有限公司,新北市,泰山區,山腳里,93664,85798,92279,87854,464,6945,26.5,18.0,2.0,學校,364.6037088412564,3.0,2.0,19335.0,0.0002879355024474,38670.0,1.0,1,1157.5,0.9160091816580366,廢止,-7866,9.869723922383319
5665,萊爾富國際股份有限公司,臺北市,中正區,林興里,179530,309701,171990,217630,770,4597,37.5,44.0,3.0,捷運站,170.34768094904948,3.0,24.0,25815.0,0.005219660722053,619560.0,0.12,1,164.17857142857142,1.7250558399385063,廢止,130171,10.158749733731797
7100,全家便利商店股份有限公司,臺北市,信義區,安康里,222097,305471,220892,252072,1015,10492,98.5,97.5,3.0,學校,240.69879396138268,4.0,13.0,113543.0,0.0012389211855522,1476059.0,0.2857142857142857,1,582.8888888888889,1.3753883420832245,營運中,83374,11.639945705979093
4550,全家便利商店股份有限公司,臺北市,士林區,福中里,257735,256224,254274,263454,584,6284,61.5,36.5,1.0,學校,150.07570094453806,5.0,10.0,25120.0,0.0015910898965791,251200.0,0.4545454545454545,1,392.75,0.9941335319862185,營運中,-1511,10.131459428706979
2454,統一超商股份有限公司,新北市,板橋區,福德里,571963,464101,570948,541426,565,5063,56.5,60.5,3.0,學校,213.18509851116937,18.0,19.0,20532.0,0.0037519747235387,390108.0,0.9,1,133.23684210526315,0.8114164527837416,營運中,-107862,9.9297886269555
4735,統一超商股份有限公司,臺北市,大同區,星明里,121355,140077,120837,128687,667,5666,87.5,94.0,5.0,學校,163.21628171047723,21.0,26.0,23084.0,0.0045879654137991,600184.0,0.7777777777777778,1,118.04166666666669,1.1542651372820465,營運中,18722,10.046938334941089
4366,台灣屈臣氏個人用品商店股份有限公司,臺北市,士林區,福德里,257735,256224,254274,263454,644,5227,95.5,91.0,4.0,學校,140.64738426187498,3.0,32.0,26358.0,0.0061208875286916,843456.0,0.0909090909090909,0,145.19444444444446,0.9941335319862185,營運中,-1511,10.179565051629774
7334,統一超商股份有限公司,臺北市,大安區,龍淵里,293863,421212,288073,332468,916,9318,81.5,63.5,4.0,學校,201.6719239505109,8.0,14.0,36496.0,0.0015023071144972,510944.0,0.5333333333333333,1,405.1304347826087,1.4333569270138566,廢止,127349,10.504985344411832
892,統一超商股份有限公司,新北市,土城區,員仁里,237243,206153,237555,223005,413,5823,75.0,77.5,3.0,醫院,113.55617017540516,7.0,11.0,85422.0,0.0018887362637362,939642.0,0.5833333333333334,1,306.4736842105263,0.8689492674208832,營運中,-31090,11.355370664359405
4817,來來超商股份有限公司,臺北市,大安區,義安里,293863,421212,288073,332468,899,5143,96.5,94.5,4.0,學校,39.00034639325477,1.0,40.0,119062.0,0.0077760497667185,4762480.0,0.024390243902439,1,122.45238095238096,1.4333569270138566,廢止,127349,11.687408043769405
1785,統一超商股份有限公司,新北市,汐止區,橋東里,246217,216959,245608,227518,614,4073,80.0,84.0,3.0,學校,382.9575324555629,6.0,15.0,21100.0,0.003681885125184,316500.0,0.375,1,185.13636363636363,0.881166283537353,營運中,-29258,9.957075711706057
3391,統一超商股份有限公司,新北市,新莊區,立廷里,438175,374258,436655,417962,691,13735,88.0,93.0,3.0,學校,235.9496690850829,7.0,15.0,28934.0,0.0010920209668025,434010.0,0.4375,1,597.1739130434783,0.8541271087416928,營運中,-63917,10.272807214007939
5231,台灣屈臣氏個人用品商店股份有限公司,臺北市,中山區,民安里,293366,427268,286848,317251,629,4322,99.0,99.0,4.0,捷運站,40.40344138230544,3.0,64.0,60845.0,0.0148045338885033,3894080.0,0.0461538461538461,0,63.55882352941177,1.4564282962978112,營運中,133902,11.016101360840052
5080,全家便利商店股份有限公司,臺北市,大安區,龍生里,293863,421212,288073,332468,928,6868,70.5,79.5,4.0,學校,266.634392956734,8.0,18.0,46359.0,0.0026204687727471,834462.0,0.4210526315789473,1,254.3703703703704,1.4333569270138566,廢止,127349,10.744192297453688
4988,萊爾富國際股份有限公司,臺北市,大安區,和安里,293863,421212,288073,332468,946,6703,89.5,58.5,7.0,學校,237.2595761512686,0.0,10.0,57675.0,0.0014916467780429,576750.0,0.0,1,609.3636363636364,1.4333569270138566,營運中,127349,10.962596421426538
1555,全家便利商店股份有限公司,新北市,永和區,永貞里,225926,165003,225638,209626,587,3315,84.0,84.5,4.0,學校,158.19021914525425,8.0,35.0,24734.0,0.0105548854041013,865690.0,0.2222222222222222,1,75.3409090909091,0.7303376754438381,營運中,-60923,10.115974523661809
218,統一超商股份有限公司,新北市,三重區,頂崁里,425020,346194,423029,390770,497,2762,79.0,76.0,1.0,學校,466.4270256820877,5.0,9.0,100781.0,0.003257328990228,907029.0,0.5,1,184.13333333333333,0.8145338700911249,營運中,-78826,11.520715047245059
5892,統一超商股份有限公司,臺北市,中正區,建國里,179530,309701,171990,217630,1031,1815,70.0,90.0,1.0,捷運站,63.36017820987394,29.0,44.0,33743.0,0.0242290748898678,1484692.0,0.6444444444444445,1,24.527027027027028,1.7250558399385063,廢止,130171,10.426557902718557
6855,統一超商股份有限公司,臺北市,松山區,新聚里,185022,265864,181661,204187,667,7278,92.0,86.5,5.0,捷運站,163.05810381549074,20.0,26.0,39987.0,0.003571919219673,1039662.0,0.7407407407407407,1,154.85106382978722,1.4369240580900753,廢止,80842,10.59633468808707
6116,統一生活事業股份有限公司,臺北市,內湖區,南湖里,268313,365903,262226,278057,979,5624,63.5,37.0,5.0,學校,86.56789371154376,2.0,25.0,30893.0,0.0044444444444444,772325.0,0.0769230769230769,0,200.8571428571429,1.3637119196165686,營運中,97590,10.338317269274196
5720,統一超商股份有限公司,臺北市,中正區,幸福里,179530,309701,171990,217630,809,4473,72.5,72.0,6.0,學校,95.08756009869302,12.0,18.0,72295.0,0.0040232454179704,1301310.0,0.631578947368421,1,144.29032258064515,1.7250558399385063,營運中,130171,11.188524081581791
4764,統一超商股份有限公司,臺北市,大安區,敦安里,293863,421212,288073,332468,950,6052,90.0,88.0,5.0,醫院,239.8301264883379,21.0,26.0,99784.0,0.0042953907153477,2594384.0,0.7777777777777778,1,126.08333333333331,1.4333569270138566,營運中,127349,11.510773150402086
1242,全家便利商店股份有限公司,新北市,中和區,吉興里,461867,397325,460394,432783,604,2952,42.0,45.0,2.0,捷運站,228.394405056622,9.0,26.0,22480.0,0.0088046054859464,584480.0,0.3333333333333333,1,82.0,0.8602566101137121,廢止,-64542,10.02042578700401
1564,統一超商股份有限公司,新北市,永和區,正興里,225926,165003,225638,209626,574,2165,87.0,88.0,4.0,捷運站,200.3553168985359,17.0,33.0,37783.0,0.0152354570637119,1246839.0,0.5,1,42.45098039215687,0.7303376754438381,營運中,-60923,10.539641011575952
1915,統一超商股份有限公司,新北市,汐止區,北峰里,246217,216959,245608,227518,487,5203,65.5,70.5,1.0,學校,144.62862211172134,5.0,11.0,23132.0,0.0021137586471944,254452.0,0.4166666666666667,1,306.05882352941177,0.881166283537353,廢止,-29258,10.04901544850107
3965,統一超商股份有限公司,新北市,樹林區,保安里,186549,176578,187333,179473,454,6041,97.0,90.0,2.0,火車站,345.7641060331776,8.0,27.0,22054.0,0.0044687189672293,595458.0,0.2857142857142857,1,167.80555555555554,0.9465451621549182,營運中,-9971,10.00129461253904
3423,全家便利商店股份有限公司,新北市,新莊區,富民里,438175,374258,436655,417962,436,3860,18.0,17.5,2.0,學校,181.1975411313232,9.0,17.0,19584.0,0.0044030044030044,332928.0,0.5,1,142.96296296296296,0.8541271087416928,營運中,-63917,9.882519246099932
7104,萊爾富國際股份有限公司,臺北市,信義區,大仁里,222097,305471,220892,252072,497,7961,44.0,53.5,2.0,學校,240.95439920117133,5.0,39.0,28757.0,0.0048982667671439,1121523.0,0.125,1,176.9111111111111,1.3753883420832245,營運中,83374,10.266671268387686
5236,全家便利商店股份有限公司,臺北市,中山區,聚盛里,293366,427268,286848,317251,518,3987,94.5,93.5,2.0,醫院,345.51993565823744,30.0,51.0,23555.0,0.0127883650952858,1201305.0,0.5769230769230769,1,48.6219512195122,1.4564282962978112,廢止,133902,10.067135844064461
2333,全家便利商店股份有限公司,新北市,板橋區,大豐里,571963,464101,570948,541426,488,4396,41.0,51.0,5.0,學校,151.95611827151086,10.0,27.0,20640.0,0.0061405503752558,557280.0,0.3571428571428571,1,115.6842105263158,0.8114164527837416,營運中,-107862,9.935034668034257
3075,統一超商股份有限公司,新北市,新店區,百和里,336985,305033,335622,323247,557,3161,65.5,80.5,6.0,醫院,245.03098539492387,11.0,25.0,24532.0,0.0079063883617963,613300.0,0.4230769230769231,1,85.43243243243244,0.9051800371528788,營運中,-31952,10.107774429000033
4765,萊爾富國際股份有限公司,臺北市,大安區,建倫里,293863,421212,288073,332468,963,5801,94.5,96.5,8.0,學校,250.88153048362432,4.0,55.0,92467.0,0.0094794898310927,5085685.0,0.0714285714285714,1,96.68333333333334,1.4333569270138566,廢止,127349,11.434617917701468
1653,三商家購股份有限公司,新北市,永和區,永興里,225926,165003,225638,209626,567,3054,27.0,29.5,4.0,醫院,126.94411029405724,1.0,48.0,29730.0,0.0157119476268412,1427040.0,0.0204081632653061,0,61.08,0.7303376754438381,營運中,-60923,10.299945551484317
2548,全家便利商店股份有限公司,新北市,林口區,林口里,141826,131771,141559,143662,439,5727,83.5,88.5,6.0,學校,394.45974654278393,7.0,13.0,26588.0,0.0022695530726256,345644.0,0.5,1,272.7142857142857,0.92909671642212,廢止,-10055,10.188252875406508
5193,統一超商股份有限公司,臺北市,中山區,中庄里,293366,427268,286848,317251,573,4731,65.0,63.5,3.0,學校,425.2757779872468,23.0,40.0,46787.0,0.0084530853761623,1871480.0,0.5609756097560976,1,73.921875,1.4564282962978112,營運中,133902,10.753382038770598
6109,台灣屈臣氏個人用品商店股份有限公司,臺北市,內湖區,葫洲里,268313,365903,262226,278057,816,7161,94.0,95.5,5.0,捷運站,43.44305273425197,1.0,15.0,35655.0,0.0020943870427254,534825.0,0.0625,0,421.2352941176471,1.3637119196165686,營運中,97590,10.481672714626391
6393,全家便利商店股份有限公司,臺北市,文山區,明義里,243331,203310,238449,228367,469,3927,48.0,60.5,2.0,學校,86.98275344312987,6.0,18.0,17529.0,0.0045824847250509,315522.0,0.3157894736842105,1,157.08,0.8355251261650749,營運中,-40021,9.77166897791528
6745,統一生活事業股份有限公司,臺北市,松山區,介壽里,185022,265864,181661,204187,860,4407,73.5,58.5,3.0,學校,219.0031993748356,0.0,18.0,33240.0,0.0040834845735027,598320.0,0.0,0,231.94736842105263,1.4369240580900753,營運中,80842,10.411539332752723
3715,台灣屈臣氏個人用品商店股份有限公司,新北市,新莊區,文衡里,438175,374258,436655,417962,553,2116,82.0,85.0,4.0,醫院,279.0262345989719,1.0,30.0,29912.0,0.0141709966934341,897360.0,0.032258064516129,0,66.125,0.8541271087416928,營運中,-63917,10.306048447496902
1832,統一生活事業股份有限公司,新北市,汐止區,復興里,246217,216959,245608,227518,669,7653,99.0,99.0,4.0,學校,356.81849317218973,1.0,35.0,48599.0,0.0045727724065847,1700965.0,0.0277777777777777,0,206.83783783783784,0.881166283537353,營運中,-29258,10.791378809888585
6746,全家便利商店股份有限公司,臺北市,松山區,東榮里,185022,265864,181661,204187,878,7853,75.0,61.0,1.0,學校,207.1286277974263,5.0,12.0,56509.0,0.001527883880825,678108.0,0.3846153846153846,1,436.27777777777777,1.4369240580900753,營運中,80842,10.942172892623889
6548,全家便利商店股份有限公司,臺北市,北投區,永和里,231633,233324,227647,226700,722,9199,49.0,50.5,0.0,學校,603.0173356091858,0.0,9.0,42498.0,0.0009782608695652,382482.0,0.0,1,919.9,1.0072959928162533,廢止,1691,10.657235825223923
6755,統一超商股份有限公司,臺北市,松山區,民有里,185022,265864,181661,204187,832,8323,96.5,97.5,2.0,捷運站,214.4889240051782,13.0,30.0,142949.0,0.0036040365209034,4288470.0,0.4193548387096774,1,189.1590909090909,1.4369240580900753,營運中,80842,11.870250197750458
2409,台灣屈臣氏個人用品商店股份有限公司,新北市,板橋區,新翠里,571963,464101,570948,541426,570,8096,81.0,83.0,4.0,學校,121.7649168010217,0.0,38.0,21974.0,0.0046930962084722,835012.0,0.0,0,207.5897435897436,0.8114164527837416,營運中,-107862,9.997660722553377
1582,全家便利商店股份有限公司,新北市,永和區,保安里,225926,165003,225638,209626,648,6927,98.0,95.0,3.0,學校,212.54179747406147,7.0,22.0,26590.0,0.0031755196304849,584980.0,0.3043478260869565,1,230.9,0.7303376754438381,營運中,-60923,10.188328091653252
6248,來來超商股份有限公司,臺北市,文山區,樟文里,243331,203310,238449,228367,657,5820,79.0,82.0,2.0,學校,171.6087400439407,3.0,26.0,27054.0,0.0044665864971654,703404.0,0.1111111111111111,1,194.0,0.8355251261650749,廢止,-40021,10.205627110076836
1897,統一超商股份有限公司,新北市,汐止區,厚德里,246217,216959,245608,227518,483,7847,78.0,88.0,3.0,學校,237.32491586720693,5.0,16.0,21259.0,0.0020387359836901,340144.0,0.2941176470588235,1,356.6818181818182,0.881166283537353,營運中,-29258,9.964582651895938
5186,全家便利商店股份有限公司,臺北市,中山區,新生里,293366,427268,286848,317251,580,4118,94.0,96.5,3.0,捷運站,310.06960726604166,15.0,47.0,48927.0,0.0114105365379946,2299569.0,0.3125,1,65.36507936507937,1.4564282962978112,營運中,133902,10.79810510872879
1403,萊爾富國際股份有限公司,新北市,五股區,成功里,106742,120523,105116,104644,495,10039,82.5,75.0,0.0,學校,822.8932545532863,1.0,12.0,21326.0,0.0011952191235059,255912.0,0.0769230769230769,1,717.0714285714286,1.1290951163073926,營運中,13781,9.967729154597594
4486,統一超商股份有限公司,臺北市,士林區,永倫里,257735,256224,254274,263454,493,6493,62.0,64.5,1.0,學校,295.1878068875448,6.0,8.0,21100.0,0.0012319063751154,168800.0,0.6666666666666666,1,432.8666666666667,0.9941335319862185,營運中,-1511,9.957075711706057
3290,全家便利商店股份有限公司,新北市,新店區,玫瑰里,336985,305033,335622,323247,447,5964,80.0,84.0,0.0,學校,924.746461960523,2.0,7.0,19010.0,0.001173512154233,133070.0,0.25,1,596.4,0.9051800371528788,營運中,-31952,9.852773037991627
5442,統一超商股份有限公司,臺北市,中山區,中原里,293366,427268,286848,317251,688,4699,73.5,81.0,3.0,學校,264.86275931926383,31.0,39.0,30717.0,0.0082978723404255,1197963.0,0.775,1,66.1830985915493,1.4564282962978112,營運中,133902,10.332604080975573
2327,全家便利商店股份有限公司,新北市,板橋區,廣德里,571963,464101,570948,541426,591,6787,90.0,80.5,5.0,學校,291.2402176432903,8.0,21.0,22339.0,0.0030936947554507,469119.0,0.3636363636363636,1,226.2333333333333,0.8114164527837416,營運中,-107862,10.014134072623191
297,三商家購股份有限公司,新北市,三重區,三安里,425020,346194,423029,390770,456,2538,67.5,75.0,4.0,學校,118.49504192952972,5.0,48.0,18144.0,0.0189050807404489,870912.0,0.1020408163265306,0,47.0,0.8145338700911249,營運中,-78826,9.806150319647172
1384,統一超商股份有限公司,新北市,五股區,興珍里,106742,120523,105116,104644,446,4524,97.5,96.0,0.0,學校,1212.461935602366,2.0,4.0,261384.0,0.0008839779005524,1045536.0,0.4,1,646.2857142857143,1.1290951163073926,營運中,13781,12.473749695205191
7443,統一超商股份有限公司,臺北市,萬華區,新起里,196850,169804,196291,185594,649,6684,89.5,95.0,5.0,醫院,295.90090715236494,25.0,35.0,24823.0,0.0052356020942408,868805.0,0.6944444444444444,1,109.57377049180327,0.8626016631868774,營運中,-27046,10.119566206128216
1674,全家便利商店股份有限公司,新北市,永和區,大新里,225926,165003,225638,209626,616,2664,52.5,69.5,0.0,學校,517.0114418014468,8.0,34.0,18231.0,0.0127579737335834,619854.0,0.2285714285714285,1,61.95348837209303,0.7303376754438381,營運中,-60923,9.81093357092552
2233,全家便利商店股份有限公司,新北市,板橋區,福星里,571963,464101,570948,541426,603,3460,60.0,67.0,5.0,醫院,53.672950962315326,12.0,22.0,29112.0,0.0063565443513435,640464.0,0.5217391304347826,1,98.85714285714286,0.8114164527837416,營運中,-107862,10.278940088798224
2186,全家便利商店股份有限公司,新北市,板橋區,聯翠里,571963,464101,570948,541426,703,3690,76.5,84.5,2.0,捷運站,182.2888230929164,20.0,41.0,26522.0,0.0111081007856949,1087402.0,0.4761904761904761,1,59.516129032258064,0.8114164527837416,廢止,-107862,10.185767560073915
4429,統一超商股份有限公司,臺北市,士林區,名山里,257735,256224,254274,263454,687,6851,72.5,86.5,2.0,學校,406.9145087497014,6.0,8.0,40867.0,0.0011675423234092,326936.0,0.6666666666666666,1,456.73333333333335,0.9941335319862185,營運中,-1511,10.618102639711314
5214,統一生活事業股份有限公司,臺北市,中山區,成功里,293366,427268,286848,317251,1088,6503,93.5,94.5,4.0,學校,328.32539579864647,0.0,28.0,174440.0,0.0043050430504305,4884320.0,0.0,0,224.24137931034485,1.4564282962978112,營運中,133902,12.069341854570402
6448,全家便利商店股份有限公司,臺北市,北投區,長安里,231633,233324,227647,226700,555,5871,67.0,69.5,8.0,學校,36.2402525614611,6.0,26.0,16969.0,0.0044277929155313,441194.0,0.2222222222222222,1,177.9090909090909,1.0072959928162533,廢止,1691,9.739202358228273
2013,統一超商股份有限公司,新北市,板橋區,埔墘里,571963,464101,570948,541426,535,6154,85.5,87.0,4.0,學校,398.3757196077328,18.0,22.0,19490.0,0.00357432981316,428780.0,0.782608695652174,1,150.09756097560975,0.8114164527837416,營運中,-107862,9.877708099548641
4258,統一超商股份有限公司,新北市,鶯歌區,南鶯里,94412,86832,90389,85085,457,5594,81.5,88.0,3.0,學校,166.26056198927924,7.0,9.0,22391.0,0.0016085790884718,201519.0,0.7,1,329.05882352941177,0.9197038543420928,廢止,-7580,10.01645903119529
2154,全家便利商店股份有限公司,新北市,板橋區,新埔里,571963,464101,570948,541426,516,1952,77.5,86.5,4.0,捷運站,123.90109446625829,20.0,38.0,50799.0,0.0194572452636968,1930362.0,0.5128205128205128,1,33.08474576271186,0.8114164527837416,廢止,-107862,10.835651633566574
